prompt,Unnamed: 0,chosen,rejected,diff,source_index
I grew up,12414," in another country. So through the nine masked, bloodthirsty bullies I've"," in a church far away from being a nice family and listening to the ""m",0.0018068692879751,2069
I grew up on,6804," hippy thrills and he's similar in spirit to good old Thames Dragon"",", the San Francisco Bay area and were very familiar with the options available out there for,0.0005384087562562,1134
I grew up watching and,22686, aging just to get older. I played it thoroughly. It's one of my," stalking wildlyft of interesting young women at a reckless rate, eventually ending up with",0.9904951872304084,3781
I grew up with,12036, this movie and several others that have grown on me. It surprised me very much," European culture outside of the north and I remember constantly complaining about its script, the",0.9979862883337774,2006
I guess,366, you could say you have something to be proud of!! Anyway So I got the, the mafia's allies haven't seen the hand of the Presbyterians before; they,0.9805760616436602,61
I guess I am,12492," realistic, but I still had reservations."" But Stevens and his wife have ""grave", the most enjoyable film with a plot to it and a dialogue style so bland,0.9919636050472038,2082
I guess this goes to prove,18402, a point specific about Mara. There's so much to be teased about so much," that JFK flew the rails with gas. If that wasn't enough, this movie",0.9916964799631388,3067
I had,12708, a low profile not as of yet going to fill this gap during the 1950's, terrible expectations at the end of the German film and was afraid to let it go,0.0074643902480601,2118
I had VERY low,7110," expectations to the classes he taught my students, except out of curiosity I bought it", input on the soundtrack! Keanu Reeves with a big grin when he's actually,0.000452900538221,1185
I had a recent spectator,24492," I may say, the recognizable nature of the performers that exists within mountain-tro", 9 and found it to be a rather boring movie... Not understood why its so,0.9965593019151132,4082
I had been looking forward to,15300, this new Babbo movie and ran into the fellow who had directed & starred in," that Sampson's partner in business, Richard Numberg (with whom I shared",0.0021129250526429,2550
I had high expectations for this,9108," movie, but I honestly had problems with the script. The characters were predictable,"," mess, but at the same time could have been meant to be suspenseful no",3.5989214667000373e-06,1518
I had hoped,23574, for something more genuine.An emotional journey moves you through a couple of claust, to leave a positive impact on him in terms of his unbelievable at,0.0046757459640504,3929
I had just watched one episode of,21138," ""Legends of Harford and Preminger"", a real newspaper soap"," ""Tim Burton's"" ""Tomb Raider"" when I got this totally Hollywood",0.9895229726098478,3523
I had never heard,24060," of Shostakovich before reading this piece, and why hadn't I?", of this character before for a half a consciousness- that was in serving of this,0.990353792440146,4010
I had never heard of,1968," Ria's work before seeing this World Famous film. But day came, I", this film before and if you haven't tried check out this movie from productions like,0.9965272742556408,328
I had no background knowledge of this,21822," society so I asked people what they liked most: gay, lesbian, career,", film. I remembered seeing ages of films but it was none too enjoyable. Why,0.010220083175227,3637
I had not seen the movie,21396, at all.) we thought we'd understood it somehow. It turns out that this,", so I guess I couldn't complain. If I missed the movie as I",0.0005515248049051,3566
I had quite high,4740, expectations but the film exceeded them. And despite all that you never thought Cag, expectations for a sound show based on a material that means so much to me.<,0.0135626792907715,790
I had some,18756, great moments with him alone... but that's really his life... just to be," difficulty understanding the central conflict between the Cornwallists and the Amish, with both",0.997585833480116,3126
I had suspicions the,19380, script was contradicting myself. Maybe the company has IQ just as bad as the, movie would be so terrible that I decided I was going to just hurry up and,1.3258308172199931e-05,3230
I had the,12426," greatest fun trying to answer the questions and being ""earnest"" (which", privilege to see all three. I've read more comments about Disney movies than I,8.12411308287464e-05,2071
I had the misfortune to sit,4752," and read this film many times, then decide right away to pry it open"," through this so bad, and (while it was not a Jaws) the",0.0004372273106128,792
I had the opportunity to preview,11430," this movie last night, after I saw Schwarzenegger showing himself in this spectacular performance on", several episodes of this show in my Grade-A class. Instead of immediately recommending,0.9881137739866972,1905
I had to register for,8670, this because I lived in a homeless shelter where a lot of people turned out to, films he was made on then get back to production and draw a conclusion. Several,0.9912198651582004,1445
I had to shut,18528, up and go to France.<br /><br />All in all this is, up at first only to find that when the Higgins was out it really came down,0.038251519203186,3088
I had two reasons for watching,12846," the movie. Firstly, it's fun for the readers to enjoy the news and", Xtreme: The Secret Life of Macbeth/Strangeness versus,0.0082057118415833,2141
I hadn't heard of this,16818, four years before. Steve Murphy moved to Harvey to keep a resume he'd never," film before I saw it, but since nobody credible mentioned Jeff Tweedy or Kenny",0.0043110549449919,2803
I happened to,13854," identify it, but it was over on the earth. None of you have read", expect that one. This movie was a waste of star power and an insult to,0.0007424095529131,2309
I hate this movie!,4794,<|endoftext|>, Please do not waste your time. Please don't watch ANY movie with a plot,3.492651740090002e-05,799
I hate to,24042," tell you the producers chose this decision, but it's a good one: for"," hand it to these ""experts"" from skipwatch. With those silver screen",0.9974750375840814,4007
I hate to even waste the,16422, movie but its done so well I sit there desperately hoping it was clever enough to," 2 hour time of a torture-movie with that pre-comic, but",0.0039740194915794,2737
I hate to throw,10488, a word around but I thought we had some care. We have to continue to," these families out of business...even if they did have a home, they wouldn",0.9975588194211016,1748
